#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
109,Christian Yelich,MIL,L,OF,OF,133,552,475,66.7,15.0,60.7,21.4,126.2,86.2,22.1,2.8,199.1,118.6,68.6,4.4,3.6,1.6,4.5,0.266,0.361,0.420,0.781,0.323,11477
110,Luis Garcia,WSH,L,2B,2B,144,550,512,61.2,15.8,66.1,15.8,141.1,92.9,30.2,2.2,223.0,83.6,31.0,2.2,3.7,1.1,5.3,0.276,0.316,0.435,0.752,0.301,671277
111,Corey Seager,TEX,L,SS,SS,130,548,482,83.6,26.2,75.1,2.5,136.4,80.9,28.6,0.6,245.0,92.3,56.1,4.9,3.7,1.7,0.7,0.283,0.360,0.508,0.868,0.300,13624
112,Bryson Stott,PHI,L,2B,2B/SS,144,547,491,59.7,11.9,57.0,24.9,126.1,90.0,21.4,2.9,188.9,91.4,47.1,4.4,3.9,1.7,5.1,0.257,0.325,0.385,0.710,0.292,681082
113,Andres Gimenez,TOR,L,2B,2B,144,545,498,63.0,10.4,54.7,23.6,129.7,88.3,28.8,2.3,194.1,92.2,28.2,13.8,3.7,1.3,5.1,0.261,0.315,0.390,0.705,0.299,665926
114,Parker Meadows,DET,L,OF,OF,141,545,485,65.1,13.5,51.0,20.2,113.6,76.9,17.1,6.1,183.3,126.0,50.2,4.4,3.3,2.3,5.0,0.234,0.309,0.378,0.686,0.287,678009
115,Jonathan India,KC,R,2B,2B,134,544,468,69.6,12.3,52.0,11.0,118.5,80.2,23.9,2.1,183.5,103.4,57.6,12.1,3.3,2.2,2.6,0.253,0.346,0.392,0.738,0.299,663697
116,Jake Cronenworth,SD,L,1B/2B,1B/2B,140,540,477,59.2,12.3,58.3,4.2,114.8,69.5,29.3,3.7,188.3,103.5,48.4,9.9,4.0,0.7,1.3,0.241,0.320,0.394,0.714,0.280,630105
117,Rhys Hoskins,MIL,R,1B,1B,137,539,474,62.8,23.9,66.8,2.7,105.8,61.8,19.0,1.0,198.5,150.1,55.4,5.7,4.0,0.8,0.8,0.223,0.310,0.418,0.728,0.269,656555
118,Salvador Perez,KC,R,C/1B,C/1B,134,538,497,62.6,21.6,75.6,0.4,128.3,85.3,20.8,0.6,215.2,117.4,28.3,8.7,3.5,0.4,0.1,0.258,0.307,0.433,0.740,0.295,7304
119,Michael Toglia,COL,S,1B,1B/OF,141,538,474,62.5,23.0,68.3,7.7,106.1,64.0,16.1,2.9,197.0,162.5,54.9,3.1,4.0,0.9,2.4,0.224,0.305,0.416,0.721,0.284,669911
120,Cal Raleigh,SEA,S,C,C,134,533,472,62.5,25.0,69.7,3.2,104.0,54.2,24.2,0.7,204.5,145.7,52.7,3.6,3.8,0.5,1.0,0.221,0.301,0.434,0.735,0.259,663728
121,Jordan Walker,STL,R,OF,OF,144,531,481,58.2,15.2,59.7,7.0,120.7,76.9,26.4,2.2,197.1,118.7,38.7,6.1,3.7,1.4,2.1,0.251,0.312,0.410,0.721,0.301,691023
122,Ke'Bryan Hayes,PIT,R,3B,3B,136,530,483,53.8,10.6,52.9,13.6,123.2,86.8,23.2,2.6,183.5,104.3,37.5,4.1,3.9,1.6,3.8,0.255,0.311,0.380,0.691,0.302,663647
123,Andrew Benintendi,CHW,L,OF,OF,134,529,477,56.9,12.6,54.2,6.2,121.9,84.0,24.4,1.0,186.1,90.5,43.2,3.2,3.7,0.8,2.2,0.256,0.318,0.390,0.708,0.290,17901
124,Jesus Sanchez,MIA,L,OF,OF,135,529,475,59.8,19.5,65.1,9.9,119.7,77.3,21.1,1.8,203.0,135.6,45.0,4.8,3.7,0.6,2.9,0.252,0.320,0.427,0.748,0.310,660821
125,Ryan Mountcastle,BAL,R,1B,1B,134,528,483,61.4,19.0,67.8,3.3,123.8,82.7,20.6,1.5,204.5,125.9,36.4,3.2,3.5,0.8,1.0,0.256,0.310,0.423,0.733,0.306,663624
126,Brandon Lowe,TB,L,2B,1B/2B,129,528,467,66.7,21.5,60.6,5.7,107.6,63.9,19.8,2.4,196.6,137.7,50.3,6.3,3.5,1.4,1.5,0.231,0.311,0.421,0.732,0.277,664040
127,TJ Friedl,CIN,L,OF,OF,129,525,465,69.2,16.1,55.9,15.9,115.5,74.3,21.7,3.4,192.5,91.9,45.4,10.1,3.2,2.0,4.1,0.248,0.325,0.414,0.739,0.276,670770
128,Carlos Santana,CLE,S,1B,1B,134,524,461,58.7,18.1,63.4,2.9,108.6,66.3,23.6,0.5,187.7,94.9,55.5,3.5,3.5,0.6,0.8,0.236,0.320,0.407,0.727,0.258,2396
129,Jurickson Profar,ATL,S,OF,OF,135,521,452,64.9,13.3,56.6,5.6,117.6,81.2,22.3,0.8,181.3,85.2,57.7,7.2,3.5,1.5,1.6,0.261,0.350,0.401,0.751,0.292,10815
130,Josh Jung,TEX,R,3B,3B,136,521,482,58.6,19.2,67.3,5.3,119.1,76.5,21.1,2.4,202.5,142.2,29.9,5.2,3.4,0.9,1.6,0.247,0.296,0.420,0.716,0.308,673962
131,Pete Crow-Armstrong,CHC,L,OF,OF,141,521,477,58.5,13.6,54.6,26.5,115.9,76.6,20.4,5.3,187.7,128.9,32.2,6.8,3.7,1.5,7.2,0.243,0.297,0.393,0.690,0.302,691718
132,Colt Keith,DET,L,2B,2B,137,519,471,55.4,13.2,55.8,5.0,122.7,88.7,17.2,3.5,186.5,100.4,40.8,3.6,3.4,1.0,1.4,0.260,0.322,0.396,0.718,0.303,690993
133,Kyle Manzardo,CLE,L,DH,1B,130,517,452,65.2,20.0,61.7,2.4,108.0,57.0,30.1,0.8,199.7,114.8,54.9,4.7,3.5,1.5,0.7,0.239,0.324,0.441,0.765,0.274,700932
134,Trevor Story,BOS,R,SS,SS,133,516,465,53.0,13.3,53.4,18.7,103.7,67.0,22.2,1.2,168.1,148.4,42.0,5.1,3.3,0.4,5.0,0.223,0.293,0.362,0.655,0.295,12564
135,Joey Ortiz,MIL,R,3B,2B/SS/ 3B,142,515,460,57.8,11.0,51.4,10.8,115.8,77.0,23.6,4.1,180.7,103.0,45.5,5.3,3.8,1.8,3.2,0.252,0.323,0.394,0.717,0.300,687401
136,Jeff McNeil,NYM,L,2B/OF,2B/OF,140,514,466,58.2,8.9,53.9,5.2,125.2,86.4,28.7,1.2,183.0,65.0,34.3,9.9,3.8,1.6,1.4,0.269,0.330,0.393,0.722,0.294,643446
137,Maikel Garcia,KC,R,2B/3B,2B/SS/ 3B,137,514,467,57.1,7.0,47.1,26.5,122.5,89.0,23.2,3.3,173.1,90.0,38.7,2.3,3.6,2.0,6.2,0.262,0.318,0.371,0.689,0.309,672580
138,Cedric Mullins,BAL,L,OF,OF,140,513,461,59.3,15.5,59.4,26.3,112.1,69.4,24.7,2.5,188.3,104.3,41.5,4.6,3.5,1.4,6.3,0.243,0.308,0.408,0.717,0.280,656775
139,Royce Lewis,MIN,R,3B,3B,133,513,462,62.8,22.7,68.2,5.6,115.1,68.0,23.6,0.8,208.4,120.0,43.9,4.0,3.4,0.8,1.6,0.249,0.318,0.451,0.769,0.286,668904
140,Tyler Fitzgerald,SF,R,SS,2B/SS/ OF,137,510,465,52.8,15.3,54.3,17.0,105.4,69.5,18.0,2.6,174.5,153.5,33.8,6.7,3.8,1.0,4.4,0.227,0.286,0.375,0.661,0.301,666149
141,Colson Montgomery,CHW,L,SS,SS,144,510,446,50.2,11.5,44.1,3.9,89.4,58.5,17.7,1.6,144.9,149.3,47.6,8.8,3.9,1.9,1.2,0.200,0.286,0.325,0.611,0.269,695657
142,Jake McCarthy,ARI,L,OF,OF,130,508,457,56.5,9.5,53.1,25.4,121.7,88.6,17.4,6.2,179.9,90.9,38.3,9.3,3.7,1.0,6.3,0.266,0.333,0.394,0.727,0.312,664983
143,Daulton Varsho,TOR,L,OF,OF,134,506,453,56.5,16.9,58.0,11.5,99.7,57.4,21.6,3.8,179.6,126.8,43.6,4.6,3.5,1.1,3.3,0.220,0.292,0.396,0.688,0.265,662139
144,Lars Nootbaar,STL,L,OF,OF,128,505,431,63.6,16.0,55.8,8.8,107.6,68.2,21.2,2.2,181.2,103.2,66.9,3.0,3.3,1.1,2.5,0.250,0.352,0.420,0.773,0.291,663457
145,Tyler O'Neill,BAL,R,OF,OF,129,504,443,59.6,21.7,65.1,5.5,101.5,63.2,15.9,0.7,184.0,153.9,50.8,5.4,3.3,0.5,1.5,0.230,0.313,0.416,0.729,0.295,641933
146,Connor Norby,MIA,R,3B,2B/3B,130,504,454,56.7,13.9,49.0,7.9,109.2,70.9,23.3,1.1,176.3,137.4,41.5,4.0,3.4,1.5,2.5,0.240,0.307,0.388,0.695,0.311,681393
147,Orlando Arcia,ATL,R,SS,SS,141,503,456,58.1,14.2,56.1,2.6,108.1,72.4,20.9,0.5,172.7,102.9,38.4,3.6,3.6,1.8,0.6,0.237,0.299,0.379,0.678,0.274,13185
148,Justin Turner,FA,R,1B,1B/3B,127,497,438,54.4,11.7,52.6,2.2,110.5,76.1,22.2,0.5,168.6,94.1,46.8,7.9,3.4,0.6,0.6,0.252,0.333,0.385,0.718,0.295,5235
149,Josh Bell,WSH,S,1B,1B,128,494,436,56.0,15.8,56.4,1.1,108.0,69.8,21.3,1.1,179.0,97.8,49.0,4.1,3.6,0.6,0.4,0.248,0.327,0.411,0.737,0.283,13145
150,Christopher Morel,TB,R,2B/3B,2B/3B/ OF,130,494,438,56.5,19.7,59.9,9.0,99.0,58.6,17.8,2.9,181.7,136.2,46.8,5.3,3.2,0.9,3.1,0.225,0.305,0.414,0.720,0.278,666624
151,Jake Burger,TEX,R,1B/3B,1B/3B,133,494,451,59.7,22.8,67.9,1.8,109.4,66.0,19.2,1.3,199.7,131.5,30.9,7.9,3.6,1.3,0.6,0.242,0.300,0.443,0.743,0.289,669394
152,Jose Miranda,MIN,R,3B,1B/3B,132,493,453,55.3,13.1,57.6,3.6,120.9,79.2,26.1,2.5,191.2,82.6,29.6,6.5,3.4,1.1,1.1,0.267,0.319,0.422,0.741,0.299,669304
153,Mike Trout,LAA,R,OF,OF,120,491,426,67.1,25.0,70.3,7.6,106.1,60.6,17.6,3.0,204.5,132.0,54.1,6.6,3.5,0.5,2.2,0.249,0.340,0.481,0.821,0.298,10155
154,Tommy Edman,LAD,S,OF,SS/OF,129,485,441,54.5,11.3,53.5,18.8,110.3,71.9,24.9,2.1,173.5,85.9,33.6,4.9,3.6,1.7,3.9,0.251,0.306,0.393,0.700,0.285,669242
155,Byron Buxton,MIN,R,OF,OF,123,484,438,58.5,21.8,66.3,7.6,102.7,55.0,23.7,2.2,196.2,137.6,36.0,7.7,3.2,0.5,2.0,0.235,0.303,0.448,0.751,0.287,14161
156,Kyle Stowers,MIA,L,OF,OF,130,484,432,50.4,15.9,53.2,2.5,96.5,60.1,18.3,2.2,166.9,145.0,42.2,6.3,3.4,1.2,0.8,0.223,0.300,0.387,0.687,0.294,669065
157,Brayan Rocchio,CLE,S,SS,SS,144,484,427,56.7,9.5,48.1,12.6,104.4,67.1,26.8,1.0,161.9,86.5,45.5,5.9,3.5,1.8,3.5,0.245,0.322,0.379,0.702,0.284,677587
158,Will Smith,LAD,R,C,C,120,483,421,60.8,17.6,64.9,2.3,105.2,61.3,24.5,1.8,186.1,84.7,49.4,8.1,3.2,0.7,0.6,0.249,0.336,0.441,0.778,0.272,669257
159,Victor Robles,SEA,R,OF,OF,130,481,431,52.8,7.3,40.7,30.1,106.2,73.4,24.0,1.5,155.0,104.5,34.8,10.1,2.9,2.0,6.3,0.246,0.314,0.360,0.674,0.307,645302
160,Tyler Soderstrom,ATH,L,1B,C/1B,132,481,434,55.1,20.0,61.8,1.5,98.2,58.3,18.5,1.3,179.5,127.1,37.7,4.8,3.6,0.7,0.5,0.226,0.293,0.414,0.707,0.269,691016
161,Matt Vierling,DET,R,3B/OF,3B/OF,121,479,434,51.7,10.5,49.1,6.4,108.0,74.5,19.7,3.3,165.7,102.6,37.9,3.9,3.5,0.9,2.0,0.249,0.313,0.382,0.694,0.301,663837
162,Alec Burleson,STL,L,OF,1B/OF,121,479,439,58.1,15.8,56.5,6.7,117.9,80.2,21.1,0.7,187.8,67.0,31.4,3.8,3.2,1.3,2.1,0.269,0.320,0.428,0.748,0.284,676475
163,Jacob Young,WSH,R,OF,OF,144,479,434,50.5,4.5,40.4,27.2,109.0,80.6,22.3,1.6,148.1,90.6,31.8,7.6,3.5,1.8,5.7,0.251,0.310,0.341,0.651,0.305,696285
164,Trevor Larnach,MIN,L,OF,OF,121,478,421,56.5,15.8,55.6,4.1,101.5,63.5,21.0,1.3,172.3,127.4,51.5,3.3,3.3,0.6,1.3,0.241,0.328,0.409,0.737,0.305,663616
165,Jasson Dominguez,NYY,S,OF,OF,130,477,422,57.7,15.9,56.7,16.4,104.0,66.2,20.3,1.6,175.2,116.3,46.5,2.7,3.6,1.7,4.3,0.247,0.321,0.416,0.737,0.300,691176
166,Max Muncy,LAD,L,3B,1B/3B,122,475,396,58.9,20.2,60.1,2.6,83.9,45.4,17.6,0.6,163.5,127.1,68.5,5.7,3.5,0.7,0.8,0.212,0.332,0.413,0.745,0.252,13301
167,Tommy Pham,PIT,R,OF,OF,119,474,428,51.7,10.0,43.9,10.9,105.2,73.5,19.3,2.3,159.2,107.3,38.3,3.7,2.9,1.8,2.6,0.246,0.311,0.372,0.683,0.304,2967
168,Jeimer Candelario,CIN,S,1B/3B,1B/3B,124,474,427,54.8,17.0,60.3,5.4,102.1,56.1,27.3,1.7,183.7,113.1,36.9,7.0,3.3,1.0,1.7,0.239,0.308,0.430,0.738,0.284,13621
169,Michael Conforto,LAD,L,OF,OF,125,474,419,57.6,17.6,60.1,2.2,101.7,62.3,20.3,1.5,177.7,113.2,44.6,5.7,3.3,1.0,0.7,0.243,0.320,0.424,0.744,0.288,16376
170,Brandon Marsh,PHI,L,OF,OF,134,474,418,55.2,12.2,50.2,13.6,101.7,68.1,18.4,3.0,162.8,145.7,48.4,3.8,3.5,1.5,3.5,0.243,0.325,0.390,0.715,0.340,669016
171,Thairo Estrada,COL,R,2B,2B,129,470,434,53.1,13.3,52.6,11.4,115.5,82.6,17.6,2.1,177.1,90.5,22.5,8.3,3.2,1.2,3.3,0.266,0.311,0.408,0.719,0.307,642731
172,Brooks Lee,MIN,S,SS,2B/SS/ 3B,134,468,426,53.4,11.2,50.5,4.7,108.0,70.4,24.6,1.8,170.0,74.3,34.7,2.7,3.5,1.7,1.4,0.253,0.311,0.399,0.710,0.281,686797
173,Isiah Kiner-Falefa,PIT,R,2B/SS/ 3B,2B/SS/ 3B,133,467,431,49.0,6.0,41.2,13.0,112.9,87.1,17.1,2.6,153.2,73.6,24.5,6.2,3.3,1.7,3.1,0.262,0.308,0.355,0.663,0.301,643396
174,Nolan Jones,COL,L,OF,OF,125,467,402,53.3,13.5,52.3,10.9,100.0,65.9,18.3,2.3,163.3,137.7,55.1,4.2,3.1,0.9,3.1,0.249,0.341,0.406,0.747,0.340,666134
175,J.D. Martinez,FA,R,DH,DH,119,464,415,50.6,14.7,54.4,0.8,96.9,58.9,22.1,1.2,165.5,133.0,40.9,4.1,3.2,0.5,0.2,0.234,0.306,0.399,0.705,0.304,6184
176,Zach Neto,LAA,R,SS,SS,122,462,414,56.2,16.7,56.2,19.6,104.2,64.1,22.5,0.9,178.7,99.9,31.8,11.2,3.2,1.5,5.4,0.252,0.318,0.432,0.750,0.291,687263
177,Ty France,MIN,R,1B,1B,120,461,412,51.1,10.7,48.9,1.5,105.6,71.0,23.4,0.5,162.1,86.6,32.4,13.4,3.2,0.9,0.5,0.256,0.329,0.393,0.722,0.298,664034
178,Jonah Bride,MIA,R,1B,1B/3B,121,461,396,47.7,10.7,46.0,2.2,92.2,62.2,18.3,1.0,144.4,99.0,56.5,6.5,3.0,0.4,0.8,0.233,0.336,0.365,0.701,0.282,681146
179,Jacob Wilson,ATH,R,SS,SS,133,461,422,56.4,6.7,47.9,5.5,118.9,82.0,27.8,2.4,171.4,50.1,28.8,5.3,3.3,1.7,1.2,0.282,0.332,0.406,0.738,0.305,805779
180,Andrew McCutchen,PIT,R,DH,DH,117,459,398,51.2,13.2,46.0,5.3,90.8,60.8,15.9,0.9,148.0,113.7,53.5,5.1,2.9,0.7,1.7,0.228,0.325,0.372,0.697,0.283,9847
181,Michael Massey,KC,L,2B,2B,124,459,424,50.8,13.7,54.3,3.8,107.9,71.2,20.5,2.4,174.4,88.2,25.1,5.1,3.4,0.8,1.1,0.255,0.301,0.411,0.712,0.289,686681
182,Matt Shaw,CHC,R,3B,3B,130,459,410,52.8,13.4,50.4,14.0,101.8,69.2,16.7,2.5,163.7,98.5,38.3,5.6,3.5,1.7,4.3,0.249,0.318,0.400,0.717,0.293,807713
183,Kerry Carpenter,DET,L,OF,OF,116,456,415,57.1,18.9,55.9,3.1,103.9,67.3,14.2,3.5,181.8,114.9,33.0,5.9,3.0,0.4,1.2,0.251,0.313,0.439,0.752,0.299,681481
184,Mike Yastrzemski,SF,L,OF,OF,124,455,404,50.3,14.0,48.8,4.0,89.4,52.7,18.2,4.4,158.4,121.0,42.4,5.0,3.0,1.0,1.1,0.221,0.301,0.393,0.694,0.277,573262
185,Josh Lowe,TB,L,OF,OF,118,453,409,48.8,12.9,51.5,20.2,99.5,62.9,21.4,2.3,164.1,135.4,38.6,2.3,3.0,0.5,4.0,0.243,0.309,0.401,0.710,0.328,666139
186,Jorge Polanco,SEA,S,2B,2B,122,450,395,48.1,13.9,45.8,4.0,86.4,54.2,17.9,0.4,146.7,121.6,46.9,3.8,3.3,1.3,1.3,0.218,0.304,0.372,0.677,0.276,13152
187,Matt Wallner,MIN,L,OF,OF,121,449,390,53.4,17.5,54.8,3.6,89.7,49.6,21.1,1.5,166.2,151.6,45.0,11.3,3.3,0.7,1.1,0.230,0.325,0.426,0.751,0.322,670242
188,Victor Scott II,STL,L,OF,OF,130,448,408,48.5,7.1,39.8,25.9,95.3,68.7,17.7,1.9,138.2,88.6,29.9,4.9,3.2,1.7,5.4,0.234,0.291,0.339,0.630,0.280,687363
189,Max Kepler,PHI,L,OF,OF,116,446,402,50.6,13.9,52.8,2.1,97.7,65.2,17.2,1.4,159.2,89.0,37.2,4.9,2.9,0.8,0.5,0.243,0.313,0.396,0.709,0.278,12144
190,Kris Bryant,COL,R,DH,1B/OF,116,445,395,48.4,12.6,51.1,1.0,98.0,68.3,16.0,1.2,154.1,107.1,38.1,7.4,2.9,0.4,0.3,0.248,0.322,0.390,0.712,0.307,15429
191,Alex Verdugo,FA,L,OF,OF,114,443,401,49.4,9.2,45.7,3.0,103.5,71.0,21.9,1.4,155.8,68.5,34.9,3.1,2.9,1.2,0.9,0.258,0.319,0.389,0.708,0.289,657077
192,MJ Melendez,KC,L,OF,OF,121,441,391,50.3,15.6,52.7,5.9,90.5,55.0,17.6,2.3,159.5,108.7,42.5,3.1,3.0,1.0,2.1,0.231,0.308,0.408,0.716,0.278,669004
193,Ha-Seong Kim,TB,R,SS,SS,115,438,383,49.7,10.0,42.3,18.8,92.6,63.4,17.4,1.8,143.7,80.6,48.4,3.4,3.0,1.4,4.5,0.242,0.330,0.376,0.705,0.280,673490
194,Garrett Mitchell,MIL,L,OF,OF,115,437,387,46.8,12.8,48.0,17.5,91.1,59.0,16.4,3.0,151.7,129.8,43.0,4.4,2.8,0.4,5.2,0.235,0.316,0.391,0.708,0.316,669003
195,LaMonte Wade Jr.,SF,L,1B,1B/OF,112,436,368,53.6,11.9,43.9,2.5,89.3,60.3,16.1,0.9,143.0,93.4,59.3,5.2,3.0,0.7,0.7,0.243,0.353,0.389,0.742,0.291,664774
196,Yainer Diaz,HOU,R,C,C/1B,112,435,408,51.8,15.4,59.1,1.3,113.2,74.0,22.2,1.6,184.9,77.3,18.9,3.4,3.2,0.6,0.4,0.277,0.312,0.453,0.765,0.307,673237
197,Wilyer Abreu,BOS,L,OF,OF,120,435,381,50.1,13.6,49.9,8.2,92.1,56.2,20.9,1.3,156.7,117.1,46.4,3.0,2.8,0.8,2.5,0.241,0.325,0.411,0.736,0.310,677800
198,Kyle Isbel,KC,L,OF,OF,133,434,394,50.8,8.7,44.9,12.2,95.6,64.5,17.4,5.0,148.9,91.6,30.0,4.8,3.1,1.6,3.0,0.243,0.300,0.378,0.678,0.293,664728
199,Tyler Stephenson,CIN,R,C,C,113,433,386,50.3,12.9,51.1,1.3,97.2,59.1,24.3,1.0,162.1,103.5,39.1,5.3,2.9,0.5,0.4,0.252,0.328,0.420,0.748,0.310,663886
200,Anthony Rizzo,FA,L,1B,1B,114,432,381,47.0,12.7,47.3,1.9,88.4,59.4,15.7,0.6,143.3,89.8,37.0,10.9,3.0,0.6,0.7,0.232,0.315,0.376,0.691,0.269,3473
201,Ronald Acuna Jr.,ATL,R,OF,OF,94,431,372,70.9,18.2,53.6,24.2,108.2,68.5,19.7,1.8,186.1,74.8,48.7,6.1,2.5,1.9,5.5,0.291,0.378,0.501,0.879,0.320,660670
202,Otto Lopez,MIA,R,2B,2B/SS/ 3B,118,429,393,44.7,5.6,39.2,14.3,108.0,78.4,21.9,2.1,150.9,74.3,28.8,3.3,2.8,0.8,4.0,0.275,0.327,0.384,0.711,0.324,672640
203,Evan Carter,TEX,L,OF,OF,125,429,372,52.1,11.1,46.9,9.9,89.5,55.9,19.6,2.9,148.2,104.3,48.0,5.1,3.0,1.1,3.0,0.240,0.332,0.398,0.730,0.301,694497
204,J.T. Realmuto,PHI,R,C,C,116,427,387,48.1,13.6,50.0,6.9,95.0,60.4,19.2,1.8,158.5,103.8,29.9,6.8,2.9,1.0,1.8,0.245,0.309,0.409,0.718,0.298,11739
205,Mitch Haniger,SEA,R,OF,OF,118,427,384,43.1,14.1,45.1,1.1,83.0,53.0,15.3,0.7,141.8,123.9,35.1,4.2,2.8,0.8,0.3,0.216,0.286,0.369,0.655,0.277,14274
206,Shea Langeliers,ATH,R,C,C,113,426,385,49.1,18.7,57.9,3.4,85.3,47.9,16.9,1.7,161.9,116.1,33.3,3.8,2.8,0.5,1.1,0.221,0.287,0.420,0.708,0.263,669127
207,Joc Pederson,TEX,L,DH,OF,112,421,364,54.4,18.7,58.3,4.5,91.0,55.0,16.0,1.3,165.7,101.0,45.6,8.9,2.8,0.4,1.6,0.250,0.345,0.456,0.801,0.293,11899
208,Chas McCormick,HOU,R,OF,OF,117,421,375,47.8,12.5,45.7,12.4,88.7,59.9,14.8,1.5,144.1,109.0,35.3,6.0,2.9,1.1,3.7,0.237,0.309,0.384,0.693,0.298,676801
209,Sal Frelick,MIL,L,OF,3B/OF,115,419,377,42.6,5.1,38.0,11.5,98.6,72.5,18.3,2.6,137.5,62.4,35.5,3.8,2.8,0.9,3.1,0.262,0.329,0.365,0.694,0.299,686217
210,Jake Meyers,HOU,R,OF,OF,121,417,375,47.9,10.7,44.3,8.7,88.4,57.6,18.1,2.0,142.6,102.2,30.5,5.9,3.0,1.4,2.1,0.235,0.299,0.380,0.679,0.293,676694
211,Geraldo Perdomo,ARI,S,SS,SS,118,416,363,48.0,5.4,37.5,12.2,91.8,68.3,16.0,2.1,128.2,66.3,45.2,4.2,3.0,1.6,3.0,0.253,0.340,0.353,0.693,0.293,672695
212,Yoan Moncada,LAA,S,3B,3B,115,415,373,43.8,9.0,41.5,3.3,89.4,59.5,19.2,1.6,139.0,113.8,35.0,2.8,2.9,1.0,1.0,0.240,0.306,0.373,0.679,0.318,17232
213,Luke Raley,SEA,L,1B/OF,1B/OF,114,414,369,45.8,15.8,48.9,8.5,83.3,47.3,18.9,1.3,152.3,126.6,28.8,12.9,3.1,0.7,2.5,0.226,0.302,0.414,0.716,0.294,670042
214,Nick Gonzales,PIT,R,2B,2B/SS,113,413,374,42.4,7.9,41.5,4.9,97.1,64.7,21.6,2.9,148.2,91.5,29.8,6.1,2.8,1.0,1.6,0.260,0.321,0.396,0.717,0.321,693304
215,Christian Encarnacion-Strand,CIN,R,1B,1B,111,412,376,50.7,18.2,58.0,2.4,96.9,53.9,23.9,0.9,177.3,106.0,27.2,5.0,2.9,0.6,0.7,0.258,0.314,0.471,0.785,0.308,687952
216,Francisco Alvarez,NYM,R,C,C,111,411,367,50.3,17.5,53.4,2.3,85.8,52.4,14.7,1.3,155.6,96.1,38.0,4.6,2.9,1.1,0.7,0.234,0.312,0.424,0.736,0.267,682626
