#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
559,Owen Caissie,CHC,L,OF,OF,11,31,28,3.5,0.8,3.1,0.4,6.5,4.3,1.3,0.1,10.4,9.9,3.1,0.3,0.2,0.1,0.1,0.234,0.314,0.375,0.688,0.330,683357
560,Petey Halpin,CLE,L,OF,OF,11,31,28,3.1,0.6,2.8,0.6,6.2,4.0,1.5,0.1,9.7,8.1,2.3,0.2,0.2,0.1,0.2,0.221,0.282,0.343,0.625,0.286,690984
561,Zac Veen,COL,L,OF,OF,11,31,27,3.3,0.7,3.0,1.3,6.5,4.5,1.1,0.2,10.0,7.6,2.5,0.3,0.2,0.1,0.3,0.236,0.302,0.362,0.664,0.298,691728
562,Jac Caglianone,KC,L,1B,1B,11,31,29,2.8,0.6,2.7,0.4,5.8,4.2,0.9,0.1,8.7,7.8,1.4,0.4,0.2,0.1,0.1,0.200,0.243,0.298,0.541,0.250,695506
563,Jakob Marsee,MIA,L,OF,OF,11,31,26,3.0,0.5,2.4,1.2,5.5,4.0,0.9,0.1,8.0,7.6,3.6,0.4,0.2,0.1,0.3,0.207,0.310,0.304,0.615,0.270,805300
564,Bryce Eldridge,SF,L,OF,P,11,31,28,3.4,0.9,3.2,0.2,6.4,4.2,1.3,0.1,10.5,8.8,2.4,0.3,0.2,0.1,0.1,0.231,0.297,0.377,0.674,0.303,805811
565,Nick Pratto,KC,L,1B,1B,11,30,27,3.3,0.8,3.0,0.4,5.7,3.6,1.1,0.1,9.5,10.0,2.8,0.3,0.2,0.1,0.1,0.213,0.292,0.355,0.647,0.301,668472
566,Tim Elko,CHW,R,1B,1B,11,30,28,3.0,0.8,3.1,0.1,6.5,4.3,1.3,0.1,10.5,9.8,1.5,0.2,0.2,0.1,0.0,0.232,0.273,0.374,0.647,0.321,671284
567,Joe Mack,MIA,L,C,C,11,30,27,2.9,0.7,2.7,0.1,5.7,4.0,1.0,0.0,9.0,7.9,2.3,0.3,0.2,0.1,0.0,0.214,0.280,0.335,0.615,0.273,691788
568,Casey Schmitt,SF,R,2B,2B/SS/ 3B,8,21,19,2.2,0.5,2.1,0.3,4.6,3.2,0.8,0.1,7.0,4.8,1.2,0.2,0.1,0.1,0.1,0.238,0.286,0.364,0.650,0.290,669477
569,CJ Alexander,ATH,L,3B,3B,8,21,19,2.2,0.6,2.2,0.2,4.2,2.6,0.9,0.1,7.1,5.5,1.1,0.1,0.1,0.1,0.0,0.219,0.264,0.369,0.632,0.273,680769
570,Isaac Collins,MIL,S,2B,2B,8,21,18,2.2,0.3,1.8,0.6,4.0,2.7,0.8,0.1,6.2,5.1,2.5,0.3,0.1,0.1,0.2,0.220,0.319,0.335,0.654,0.282,686555
571,Tyler Gentry,KC,R,DH,OF,8,21,19,2.3,0.5,2.0,0.2,4.3,2.9,0.8,0.1,6.6,6.1,1.9,0.3,0.1,0.1,0.1,0.229,0.305,0.357,0.662,0.310,694355
572,Nacho Alvarez Jr.,ATL,R,2B,2B,8,21,19,2.4,0.3,2.0,0.4,4.6,3.4,0.8,0.1,6.4,4.5,2.1,0.3,0.2,0.1,0.1,0.243,0.325,0.341,0.667,0.302,805373
573,Seby Zavala,BOS,R,C,C,8,20,18,2.1,0.5,1.9,0.2,3.6,2.3,0.7,0.0,5.8,7.1,1.7,0.3,0.1,0.1,0.0,0.198,0.272,0.322,0.594,0.291,664874
574,Kody Clemens,PHI,L,1B/3B,1B/3B,8,20,19,2.3,0.7,2.4,0.2,4.2,2.6,0.8,0.1,7.3,5.1,1.4,0.2,0.1,0.1,0.1,0.225,0.283,0.392,0.675,0.269,665019
575,Jair Camargo,MIN,R,C,C,8,20,18,2.0,0.6,2.0,0.1,3.7,2.3,0.8,0.0,6.3,6.7,1.2,0.2,0.1,0.1,0.0,0.201,0.257,0.340,0.596,0.278,665856
576,Aaron Schunk,COL,R,2B,2B/SS/ 3B,8,20,18,2.1,0.4,1.9,0.4,4.5,3.2,0.8,0.1,6.7,4.7,1.0,0.1,0.1,0.1,0.1,0.247,0.289,0.364,0.653,0.311,668845
577,Gustavo Campero,LAA,S,C,C,8,20,18,2.3,0.5,2.1,0.7,4.3,2.8,0.8,0.1,6.9,4.3,1.4,0.4,0.1,0.1,0.2,0.239,0.307,0.386,0.692,0.284,672569
578,Jonathon Long,CHC,R,3B,3B,8,20,18,2.2,0.6,2.1,0.1,4.2,2.9,0.7,0.0,6.7,5.1,1.9,0.2,0.1,0.1,0.0,0.234,0.313,0.375,0.688,0.292,675085
579,Logan Driscoll,TB,L,C,C,8,20,18,2.0,0.4,1.8,0.1,4.1,2.7,0.9,0.1,6.2,5.2,1.3,0.3,0.1,0.1,0.0,0.223,0.284,0.341,0.625,0.289,686482
580,Nick Sogard,BOS,S,2B,2B/SS/ 3B,8,20,18,2.1,0.3,1.8,0.4,4.2,3.1,0.8,0.1,6.0,4.6,2.1,0.2,0.1,0.1,0.1,0.238,0.321,0.336,0.657,0.305,686765
581,Adael Amador,COL,S,2B,2B,8,20,17,2.2,0.4,2.0,0.8,4.2,3.0,0.7,0.1,6.3,3.8,1.8,0.2,0.1,0.1,0.2,0.243,0.318,0.364,0.681,0.286,691182
582,Niko Kavadas,LAA,L,1B,1B,8,20,17,2.3,0.7,2.0,0.1,3.2,1.9,0.7,0.0,6.0,7.8,2.4,0.3,0.1,0.1,0.0,0.191,0.299,0.353,0.652,0.297,694359
583,Drew Gilbert,NYM,L,OF,OF,7,18,16,2.0,0.5,1.9,0.2,3.5,2.2,0.8,0.0,5.8,4.1,1.5,0.2,0.1,0.1,0.1,0.222,0.297,0.367,0.664,0.268,687551
584,Ildemaro Vargas,ARI,S,2B/3B,2B/SS/ 3B/OF,7,17,16,1.8,0.2,1.6,0.4,4.2,3.1,0.8,0.1,5.7,2.0,1.1,0.1,0.1,0.0,0.1,0.263,0.312,0.360,0.672,0.288,13324
585,David Bote,LAD,R,3B,2B/3B,7,17,16,2.0,0.4,1.9,0.1,3.6,2.1,1.0,0.0,5.9,4.4,1.3,0.2,0.1,0.0,0.0,0.229,0.295,0.382,0.676,0.286,623520
586,J.C. Escarra,NYY,L,1B,1B,7,17,15,1.9,0.3,1.7,0.1,3.3,2.1,0.8,0.0,5.3,3.2,1.5,0.2,0.1,0.0,0.0,0.220,0.296,0.351,0.647,0.256,641555
587,Garrett Hampson,ARI,R,2B/SS/ OF,2B/SS/ OF,7,17,16,1.7,0.2,1.4,0.5,3.7,2.8,0.7,0.1,5.1,4.4,1.3,0.1,0.1,0.1,0.1,0.238,0.299,0.324,0.623,0.319,641658
588,Tristan Gray,CHW,L,SS,SS,7,17,15,1.7,0.6,1.7,0.1,3.1,1.8,0.6,0.0,5.5,5.4,1.0,0.2,0.1,0.0,0.0,0.204,0.260,0.367,0.627,0.270,656484
589,Emmanuel Rivera,BAL,R,1B/3B,1B/3B,7,17,16,1.9,0.4,1.8,0.1,3.8,2.6,0.6,0.1,5.9,3.9,1.3,0.2,0.1,0.0,0.0,0.243,0.306,0.377,0.682,0.294,656896
590,Edward Olivares,FA,R,OF,OF,7,17,15,1.9,0.5,1.9,0.4,3.9,2.6,0.7,0.1,6.1,3.4,1.2,0.2,0.1,0.0,0.1,0.250,0.310,0.397,0.707,0.288,658668
591,Brian Serven,DET,R,C,C,7,17,15,1.6,0.3,1.4,0.1,2.9,2.0,0.5,0.0,4.4,5.1,1.3,0.2,0.1,0.1,0.0,0.188,0.258,0.291,0.549,0.257,661531
592,Trey Cabbage,FA,L,OF,OF,7,17,15,1.8,0.5,1.8,0.6,3.3,2.0,0.7,0.1,5.7,6.3,1.3,0.1,0.1,0.1,0.2,0.213,0.275,0.369,0.644,0.315,663550
593,Daz Cameron,BAL,R,OF,OF,7,17,15,1.9,0.4,1.8,0.4,3.6,2.4,0.6,0.1,5.7,4.5,1.4,0.2,0.1,0.0,0.1,0.232,0.301,0.370,0.671,0.298,663662
594,Coco Montes,TB,R,2B,2B,7,17,15,1.8,0.4,1.6,0.2,3.5,2.3,0.7,0.1,5.5,4.9,1.4,0.1,0.1,0.0,0.1,0.227,0.294,0.361,0.655,0.304,663796
595,Luis De Los Santos,NYM,R,3B,3B,7,17,16,1.8,0.4,1.7,0.2,3.3,2.3,0.6,0.1,5.3,4.8,1.3,0.2,0.1,0.1,0.1,0.212,0.280,0.333,0.613,0.276,665782
596,Blake Sabol,BOS,L,C/OF,C/OF,7,17,15,1.9,0.4,1.8,0.2,3.6,2.4,0.7,0.1,5.7,4.9,1.4,0.2,0.1,0.0,0.1,0.234,0.304,0.371,0.675,0.311,666165
597,Livan Soto,BAL,L,SS,SS,7,17,15,1.8,0.2,1.5,0.2,3.5,2.5,0.8,0.0,4.9,3.8,1.6,0.1,0.1,0.1,0.0,0.228,0.302,0.324,0.626,0.289,670869
598,Phil Clarke,TOR,L,C,C,7,17,15,1.8,0.2,1.4,0.2,3.3,2.3,0.7,0.0,4.7,3.0,1.7,0.3,0.1,0.0,0.0,0.223,0.312,0.320,0.632,0.263,671287
599,Denzel Clarke,ATH,R,OF,OF,7,17,15,1.7,0.4,1.6,0.5,3.2,2.1,0.7,0.1,5.2,5.5,1.2,0.2,0.1,0.0,0.1,0.213,0.278,0.344,0.622,0.306,672016
600,Jacob Hurtubise,CIN,L,OF,OF,7,17,15,1.9,0.2,1.4,0.6,3.4,2.5,0.6,0.1,4.8,3.9,1.9,0.4,0.1,0.1,0.1,0.234,0.337,0.329,0.666,0.302,674441
601,Blake Hunt,SEA,R,C,C,7,17,16,1.6,0.4,1.5,0.1,3.1,2.0,0.7,0.1,5.0,4.5,1.0,0.2,0.1,0.0,0.0,0.201,0.256,0.325,0.581,0.257,675448
602,Shane McGuire,ATH,L,C,C,7,17,15,1.6,0.2,1.3,0.2,3.0,2.2,0.6,0.0,4.2,4.0,1.7,0.2,0.1,0.0,0.0,0.205,0.295,0.289,0.584,0.268,676063
603,Jacob Amaya,CHW,R,SS,SS,7,17,15,1.6,0.3,1.4,0.2,3.1,2.1,0.7,0.0,4.8,4.2,1.5,0.1,0.1,0.1,0.0,0.212,0.285,0.327,0.612,0.272,676070
604,Ryan Noda,LAA,L,1B,1B,7,17,14,1.9,0.5,1.7,0.1,2.7,1.6,0.6,0.0,4.9,6.0,2.3,0.3,0.1,0.0,0.0,0.192,0.312,0.347,0.659,0.282,676116
605,Luis Vazquez,BAL,R,SS,SS,7,17,16,1.8,0.3,1.6,0.2,3.5,2.5,0.6,0.0,5.2,4.2,1.2,0.2,0.1,0.1,0.1,0.225,0.286,0.335,0.620,0.283,676679
606,Jared Young,NYM,L,1B,1B,7,17,15,2.0,0.5,1.9,0.2,3.4,2.1,0.7,0.1,5.8,4.6,1.7,0.3,0.1,0.0,0.1,0.223,0.310,0.375,0.685,0.284,676724
607,Rece Hinds,CIN,R,OF,OF,7,17,16,1.9,0.6,2.0,0.4,3.4,1.7,0.9,0.1,6.4,6.3,1.1,0.1,0.1,0.0,0.1,0.215,0.270,0.407,0.678,0.306,677956
608,Brandon Valenzuela,SD,S,C,C,7,17,15,1.7,0.3,1.5,0.1,3.1,2.1,0.8,0.0,4.8,4.5,1.4,0.1,0.1,0.0,0.0,0.205,0.277,0.316,0.593,0.268,678218
609,Osleivis Basabe,SF,R,SS,SS,7,17,16,1.6,0.2,1.4,0.3,3.9,2.9,0.7,0.1,5.3,3.0,1.0,0.2,0.1,0.0,0.1,0.250,0.299,0.338,0.637,0.296,678545
610,Nick Dunn,SEA,L,2B,2B,7,17,15,1.7,0.2,1.5,0.1,3.7,2.6,0.9,0.1,5.3,2.4,1.5,0.2,0.1,0.0,0.0,0.247,0.319,0.351,0.670,0.279,680709
611,Jonathan Ornelas,TEX,R,SS,SS/3B,7,17,16,1.7,0.2,1.5,0.3,3.6,2.7,0.6,0.1,5.0,4.5,1.2,0.2,0.1,0.1,0.1,0.228,0.288,0.320,0.608,0.305,680716
612,Quincy Hamilton,HOU,L,OF,OF,7,17,15,1.8,0.4,1.6,0.3,3.1,2.1,0.5,0.1,5.1,4.6,1.6,0.2,0.1,0.0,0.1,0.208,0.291,0.338,0.629,0.267,680810
613,Mickey Gasper,MIN,S,2B,2B,7,17,15,1.9,0.3,1.6,0.2,3.6,2.5,0.9,0.0,5.5,3.3,1.9,0.3,0.1,0.0,0.0,0.247,0.343,0.371,0.714,0.296,681508
614,Luke Ritter,NYM,R,2B,2B,7,17,15,1.8,0.5,1.7,0.1,3.0,1.9,0.5,0.0,5.0,6.0,1.7,0.3,0.1,0.1,0.0,0.194,0.283,0.327,0.610,0.279,682239
615,Wes Clarke,MIL,R,C,C,7,17,15,1.8,0.5,1.7,0.1,2.9,1.8,0.5,0.0,5.1,6.1,1.8,0.2,0.1,0.0,0.0,0.192,0.285,0.341,0.626,0.276,682265
616,Kevin Alcantara,CHC,R,OF,OF,7,17,16,1.8,0.4,1.7,0.3,3.7,2.6,0.7,0.0,5.7,4.8,1.2,0.1,0.1,0.1,0.1,0.236,0.293,0.362,0.655,0.311,682634
617,Spencer Jones,NYY,L,OF,OF,7,17,16,1.8,0.4,1.8,0.5,3.3,2.0,0.8,0.1,5.6,6.1,1.2,0.1,0.1,0.0,0.1,0.213,0.272,0.359,0.632,0.314,682987
618,Matthew Lugo,LAA,R,SS,SS,7,17,15,1.9,0.5,1.8,0.3,3.6,2.2,0.8,0.1,5.9,4.5,1.1,0.2,0.1,0.0,0.1,0.230,0.286,0.385,0.671,0.290,683090
619,Victor Mesa Jr.,MIA,L,OF,OF,7,17,16,1.6,0.4,1.6,0.2,3.5,2.5,0.6,0.1,5.4,4.0,1.0,0.1,0.1,0.0,0.1,0.227,0.279,0.344,0.622,0.279,683748
620,Matt Gorski,PIT,R,OF,OF,7,17,16,1.8,0.5,1.8,0.4,3.4,2.1,0.7,0.1,5.8,5.0,1.1,0.1,0.1,0.0,0.1,0.214,0.269,0.366,0.635,0.275,685301
621,Kenedy Corona,HOU,R,OF,OF,7,17,15,1.7,0.4,1.6,0.5,3.2,2.1,0.7,0.1,5.1,4.8,1.3,0.2,0.1,0.0,0.2,0.209,0.274,0.330,0.604,0.276,685744
622,Sammy Siani,PIT,L,OF,OF,7,17,15,1.7,0.3,1.5,0.3,3.5,2.4,0.7,0.1,5.3,4.2,1.4,0.1,0.1,0.0,0.1,0.227,0.293,0.344,0.637,0.290,686445
623,Andre Lipcius,CHW,R,3B,3B,7,17,15,1.7,0.4,1.6,0.1,3.3,2.2,0.7,0.0,5.3,4.0,1.5,0.1,0.1,0.0,0.0,0.226,0.300,0.362,0.662,0.281,686531
624,John Dunn,WSH,R,3B,3B,7,17,15,1.7,0.2,1.3,0.4,3.1,2.3,0.5,0.0,4.4,3.7,1.9,0.2,0.1,0.0,0.1,0.211,0.308,0.300,0.608,0.266,686639
625,Eric Yang,CIN,R,C,C,7,17,15,1.7,0.3,1.5,0.1,3.0,1.9,0.8,0.0,4.8,5.3,1.5,0.2,0.1,0.0,0.0,0.199,0.278,0.315,0.593,0.280,687066
626,Nathan Martorella,MIA,L,1B,1B,7,17,15,1.7,0.4,1.6,0.1,3.4,2.3,0.6,0.0,5.4,3.5,1.4,0.1,0.1,0.0,0.0,0.222,0.290,0.351,0.641,0.260,687210
627,Cam Devanney,KC,R,SS,SS,7,17,15,1.8,0.3,1.6,0.2,3.4,2.2,0.8,0.1,5.3,4.3,1.3,0.2,0.1,0.0,0.1,0.222,0.286,0.345,0.631,0.282,687478
628,Cade Marlowe,SEA,L,OF,OF,7,17,15,1.6,0.4,1.5,0.8,3.0,1.9,0.6,0.1,4.9,5.8,1.5,0.2,0.1,0.1,0.2,0.196,0.270,0.327,0.598,0.286,687799
629,Dustin Harris,TEX,L,OF,OF,7,17,15,1.9,0.4,1.7,0.6,3.5,2.4,0.7,0.1,5.4,4.3,1.5,0.2,0.1,0.1,0.2,0.230,0.305,0.355,0.660,0.295,687957
630,Gavin Cross,KC,L,OF,OF,7,17,15,1.8,0.4,1.7,0.5,3.4,2.3,0.7,0.0,5.4,4.4,1.3,0.2,0.1,0.0,0.1,0.225,0.291,0.353,0.644,0.288,688457
631,Matt Koperniak,STL,L,OF,OF,7,17,15,1.8,0.4,1.7,0.2,3.8,2.7,0.6,0.1,5.7,3.5,1.2,0.1,0.1,0.0,0.1,0.247,0.305,0.372,0.677,0.294,689288
632,Emmanuel Rodriguez,MIN,L,OF,OF,7,17,14,2.0,0.4,1.7,0.3,3.0,1.8,0.7,0.1,5.2,5.6,2.5,0.2,0.1,0.0,0.1,0.211,0.334,0.363,0.696,0.310,691181
633,Max Acosta,MIA,R,SS,SS,7,17,15,1.6,0.2,1.5,0.5,3.8,2.7,0.8,0.1,5.4,3.0,1.0,0.2,0.1,0.0,0.2,0.245,0.295,0.347,0.642,0.288,691185
634,Jeferson Quero,MIL,R,C,C,7,17,16,1.8,0.5,1.8,0.2,3.6,2.5,0.6,0.1,5.8,3.8,1.3,0.2,0.1,0.1,0.1,0.231,0.293,0.369,0.662,0.274,691620
635,Moises Ballesteros,CHC,L,C,C,7,17,16,1.9,0.4,1.7,0.1,3.8,2.6,0.7,0.0,5.8,3.6,1.3,0.1,0.1,0.1,0.0,0.242,0.303,0.371,0.674,0.288,694208
636,Samuel Basallo,BAL,L,C,C,7,17,16,2.0,0.5,1.9,0.2,3.8,2.4,0.8,0.0,6.2,4.0,1.2,0.1,0.1,0.0,0.1,0.244,0.300,0.399,0.699,0.295,694212
637,Nick Raposo,SEA,R,C,C,7,17,15,1.6,0.3,1.4,0.1,3.1,2.0,0.7,0.0,4.8,4.2,1.2,0.1,0.1,0.0,0.0,0.202,0.264,0.315,0.580,0.253,695596
638,Harry Ford,SEA,R,C,C,7,17,15,1.7,0.3,1.3,0.5,3.0,2.0,0.7,0.0,4.6,4.5,1.9,0.3,0.1,0.0,0.1,0.206,0.308,0.314,0.621,0.276,695670
639,Jimmy Crooks,STL,L,C,C,7,17,15,1.8,0.3,1.6,0.1,3.6,2.5,0.7,0.1,5.5,4.1,1.4,0.2,0.1,0.0,0.0,0.238,0.309,0.361,0.670,0.300,699625
640,Carson Williams,TB,R,SS,SS,7,17,15,1.8,0.5,1.7,0.5,3.3,2.0,0.7,0.1,5.5,5.4,1.4,0.2,0.1,0.0,0.2,0.213,0.285,0.359,0.644,0.295,700246
641,Cameron Smith,HOU,R,3B,3B,7,17,16,1.7,0.4,1.7,0.2,3.2,2.2,0.5,0.1,5.2,4.4,1.0,0.2,0.1,0.0,0.1,0.203,0.254,0.328,0.582,0.251,701358
642,Benjamin Cowles,CHC,R,SS,SS,7,17,16,1.7,0.3,1.5,0.3,3.6,2.6,0.7,0.1,5.3,4.3,1.4,0.2,0.1,0.1,0.1,0.232,0.299,0.337,0.636,0.301,701496
643,James Triantos,CHC,R,2B,2B,7,17,16,1.8,0.2,1.6,0.7,4.1,3.1,0.7,0.1,5.7,2.5,0.9,0.2,0.1,0.1,0.2,0.257,0.303,0.353,0.656,0.292,701649
644,Justin Crawford,PHI,L,OF,OF,7,17,16,1.8,0.3,1.7,0.7,4.1,3.0,0.7,0.1,5.9,3.7,0.9,0.1,0.1,0.0,0.2,0.259,0.303,0.370,0.674,0.316,702222
645,Jett Williams,NYM,R,SS,SS,7,17,15,1.8,0.2,1.4,0.4,3.2,2.2,0.7,0.1,4.6,4.7,1.9,0.2,0.1,0.1,0.1,0.209,0.308,0.308,0.616,0.284,702518
646,Xavier Isaac,TB,L,1B,1B,7,17,15,1.8,0.5,1.7,0.2,3.2,2.0,0.6,0.1,5.4,6.0,1.5,0.2,0.1,0.0,0.1,0.208,0.284,0.353,0.637,0.301,800060
647,Javier Vaz,KC,L,2B,2B,7,17,15,1.8,0.2,1.5,0.3,3.7,2.7,0.7,0.1,5.0,2.4,1.8,0.2,0.1,0.0,0.1,0.246,0.327,0.338,0.665,0.279,805834
648,Charles Condon,COL,R,OF,OF,7,17,16,1.4,0.3,1.4,0.2,3.0,2.2,0.4,0.1,4.4,5.1,0.6,0.2,0.1,0.0,0.1,0.190,0.229,0.279,0.508,0.257,809707
649,Max Stassi,SF,R,C,C,7,16,14,1.6,0.4,1.4,0.2,2.9,2.0,0.5,0.1,4.6,4.6,1.4,0.2,0.1,0.0,0.0,0.204,0.281,0.322,0.603,0.272,10059
650,Bryce Johnson,PIT,S,OF,OF,7,16,14,1.6,0.2,1.3,0.5,3.3,2.4,0.6,0.1,4.8,4.2,1.5,0.2,0.1,0.0,0.1,0.232,0.311,0.334,0.645,0.310,669369
651,Trenton Brooks,SD,L,1B,1B,7,16,14,1.8,0.4,1.6,0.2,3.2,1.9,0.8,0.0,5.1,3.5,1.7,0.1,0.1,0.1,0.0,0.227,0.315,0.368,0.683,0.274,670092
652,Alika Williams,PIT,R,2B/SS,2B/SS,7,16,15,1.6,0.2,1.3,0.2,3.4,2.5,0.7,0.1,4.9,3.5,1.1,0.1,0.1,0.1,0.0,0.237,0.295,0.335,0.629,0.296,675961
653,Kyren Paris,LAA,R,2B,2B,7,16,14,1.7,0.3,1.4,0.6,2.8,1.9,0.6,0.1,4.4,5.2,1.5,0.2,0.1,0.1,0.1,0.198,0.281,0.312,0.594,0.286,677347
654,Dalton Rushing,LAD,L,C,C,7,16,14,2.1,0.6,1.9,0.1,3.2,1.9,0.7,0.0,5.6,4.1,1.7,0.3,0.1,0.0,0.0,0.224,0.317,0.395,0.712,0.271,687221
655,Nick Maton,CHW,L,2B/3B,2B/3B,6,14,12,1.4,0.3,1.3,0.1,2.5,1.6,0.5,0.0,4.1,3.4,1.5,0.2,0.1,0.0,0.0,0.213,0.306,0.351,0.656,0.269,665155
656,Enmanuel Valdez,PIT,L,2B,2B,6,14,13,1.5,0.4,1.5,0.2,2.9,1.8,0.7,0.0,5.0,3.4,1.2,0.1,0.1,0.0,0.0,0.232,0.302,0.393,0.695,0.281,665839
657,Jesus Bastidas,HOU,R,SS,SS,6,14,13,1.5,0.4,1.4,0.2,2.7,1.7,0.6,0.0,4.4,3.8,1.0,0.3,0.1,0.0,0.1,0.213,0.279,0.348,0.627,0.271,665846
658,Buddy Kennedy,PHI,R,3B,3B,6,14,12,1.5,0.2,1.3,0.1,2.8,1.9,0.6,0.1,4.3,3.3,1.5,0.2,0.1,0.0,0.0,0.229,0.320,0.347,0.667,0.289,671083
659,Luca Tresh,KC,R,C,C,6,14,13,1.5,0.3,1.4,0.1,2.8,1.9,0.5,0.0,4.4,3.4,1.1,0.1,0.1,0.0,0.0,0.221,0.284,0.346,0.630,0.276,681123
660,Vinny Capra,MIL,R,SS,SS,6,14,13,1.4,0.2,1.2,0.2,3.0,2.2,0.6,0.0,4.1,3.1,1.3,0.1,0.1,0.0,0.0,0.234,0.309,0.328,0.637,0.293,681962
661,Tucker Barnhart,TEX,L,C,C,6,13,12,1.3,0.1,1.0,0.1,2.4,1.8,0.5,0.0,3.5,3.7,1.1,0.1,0.1,0.0,0.0,0.209,0.279,0.297,0.576,0.289,10200
662,Dom Nunez,CLE,L,DH,C,6,13,11,1.2,0.2,1.0,0.1,2.0,1.3,0.5,0.0,3.3,4.2,1.4,0.1,0.1,0.0,0.0,0.180,0.275,0.292,0.567,0.259,15055
663,Rene Pinto,ARI,R,C,C,6,13,12,1.4,0.4,1.4,0.1,2.6,1.7,0.5,0.0,4.4,4.5,0.7,0.1,0.1,0.0,0.0,0.213,0.260,0.356,0.616,0.296,650907
664,Grae Kessinger,ARI,R,SS,SS,6,13,12,1.3,0.2,1.1,0.2,2.5,1.8,0.4,0.0,3.6,3.5,1.2,0.1,0.1,0.0,0.1,0.209,0.285,0.304,0.590,0.276,666197
665,Bobby Dalbec,CHW,R,1B/3B,1B/3B,6,13,11,1.3,0.4,1.3,0.2,2.2,1.3,0.5,0.0,4.0,5.0,1.0,0.1,0.1,0.0,0.0,0.194,0.266,0.355,0.621,0.292,666915
666,Corey Julks,CHW,R,OF,OF,6,13,11,1.3,0.3,1.2,0.3,2.6,1.6,0.6,0.0,4.2,3.2,1.0,0.1,0.1,0.0,0.1,0.226,0.292,0.369,0.662,0.283,667452
667,Ryan Kreidler,DET,R,SS,SS,6,13,11,1.3,0.3,1.1,0.4,2.2,1.5,0.4,0.1,3.5,3.9,1.2,0.2,0.1,0.0,0.1,0.195,0.281,0.309,0.590,0.267,668952
668,Mason McCoy,SD,R,SS,SS,6,13,12,1.2,0.2,1.1,0.4,2.3,1.6,0.5,0.0,3.5,4.1,1.0,0.1,0.1,0.0,0.1,0.196,0.259,0.297,0.556,0.279,669200
669,Cooper Hummel,HOU,S,OF,C/OF,6,13,11,1.4,0.2,1.1,0.3,2.3,1.5,0.5,0.1,3.6,3.8,1.6,0.2,0.1,0.0,0.1,0.208,0.316,0.326,0.642,0.290,669450
670,Braden Shewmake,NYY,L,SS,2B/SS/ 3B,6,13,12,1.4,0.3,1.4,0.4,2.7,1.7,0.6,0.0,4.3,2.7,0.7,0.1,0.1,0.0,0.1,0.220,0.266,0.360,0.626,0.257,669699
671,Darick Hall,PIT,L,1B,1B,6,13,12,1.4,0.4,1.4,0.1,2.6,1.6,0.6,0.0,4.4,3.3,1.1,0.1,0.1,0.0,0.0,0.223,0.292,0.375,0.667,0.273,669742
672,Zack Short,HOU,R,2B/SS/ 3B,2B/SS/ 3B,6,13,11,1.4,0.2,1.1,0.2,2.1,1.4,0.5,0.0,3.4,3.8,1.6,0.1,0.1,0.0,0.1,0.193,0.297,0.309,0.607,0.264,670097
673,Miles Mastrobuoni,SEA,L,3B,2B/SS/ 3B,6,13,11,1.3,0.1,1.1,0.4,2.7,1.8,0.7,0.0,3.8,2.8,1.2,0.1,0.1,0.0,0.1,0.232,0.306,0.334,0.640,0.292,670156
674,Steward Berroa,TOR,S,OF,OF,6,13,12,1.4,0.2,1.1,0.8,2.4,1.6,0.6,0.1,3.8,3.8,1.2,0.1,0.1,0.0,0.2,0.212,0.292,0.327,0.618,0.293,672642
675,David Banuelos,BAL,R,C,C,6,13,12,1.3,0.3,1.2,0.1,2.3,1.6,0.4,0.0,3.7,4.6,1.0,0.1,0.1,0.0,0.0,0.193,0.261,0.312,0.573,0.280,675915
676,Hunter Feduccia,LAD,L,C,C,6,13,12,1.5,0.3,1.2,0.1,2.4,1.6,0.5,0.0,3.8,3.5,1.4,0.1,0.1,0.0,0.0,0.210,0.298,0.330,0.629,0.276,676439
677,Brewer Hicklen,MIL,R,OF,OF,6,13,12,1.4,0.4,1.3,0.5,2.3,1.4,0.4,0.1,4.0,4.6,1.2,0.3,0.1,0.0,0.1,0.199,0.288,0.348,0.636,0.289,676551
678,Ji Hwan Bae,PIT,L,OF,OF,6,13,12,1.4,0.2,1.1,0.6,3.0,2.1,0.6,0.1,4.2,3.0,1.2,0.1,0.1,0.0,0.2,0.253,0.325,0.362,0.686,0.324,678225
679,Justin Foscue,TEX,R,DH,DH,6,13,11,1.5,0.3,1.4,0.2,2.5,1.6,0.5,0.0,4.2,2.9,1.3,0.2,0.1,0.0,0.1,0.221,0.309,0.366,0.675,0.262,679822
680,Wade Meckler,SF,L,OF,OF,6,13,12,1.4,0.2,1.2,0.2,3.0,2.1,0.6,0.1,4.2,2.7,1.1,0.1,0.1,0.0,0.0,0.257,0.326,0.367,0.693,0.318,685133
681,Blake Dunn,CIN,R,OF,OF,6,13,12,1.4,0.3,1.2,0.4,2.6,1.7,0.6,0.0,4.1,4.0,1.0,0.2,0.1,0.0,0.1,0.223,0.298,0.353,0.651,0.309,694362